CH1_mean,CH1_std,CH1_min,CH1_max,CH1_rms,CH1_P_delta,CH1_P_theta,CH1_P_alpha,CH1_P_beta,CH1_P_gamma,CH1_dominant_freq,CH2_mean,CH2_std,CH2_min,CH2_max,CH2_rms,CH2_P_delta,CH2_P_theta,CH2_P_alpha,CH2_P_beta,CH2_P_gamma,CH2_dominant_freq,delta_asymmetry,theta_asymmetry,alpha_asymmetry,beta_asymmetry,gamma_asymmetry,ch_corr_mean,cov_12,eig_cov1,eig_cov2,label
5.541851851851851,8.1192,-6.021016666666665,18.205231666666666,12.177830004956945,-10.608000000000015,472.49799999999993,316.73999999999995,828.4259999999999,361.1860000000001,58.07743658210948,5.437689090909092,6.338599999999999,-7.793499999999998,18.16339166666665,11.968803138713273,-74.41999999999997,131.72000000000008,226.84,482.7252000000001,1990.9,70.09345794392523,63.811999999999955,340.77799999999985,89.89999999999995,345.70079999999984,-1629.714,,51.464361119999985,106.09925859999998,3.552713678800501e-15,POSITIVE
-5.283037037037037,23.01108,-41.60741499999999,35.48439999999999,42.070202672746014,599.4000000000001,412.09999999999997,513.0799999999999,1791.04,2273.17,23.030707610146862,-4.490409090909092,23.69771,-40.73415,31.45713333333333,42.22699789089052,683.38,713.5999999999999,834.66,2366.65,2779.12,46.662216288384506,-83.9799999999999,-301.49999999999994,-321.58000000000004,-575.6100000000001,-505.9499999999998,,545.3099006268,1091.0912620105,5.684341886080802e-14,NEGATIVE
10.550774074074079,5.942200000000001,0.8025716666666672,22.82730999999999,17.51399524192222,1046.1000000000001,1112.2359999999999,1563.88,6311.281999999999,4440.9082,30.540720961281707,9.97306363636364,8.608100000000002,-0.010500000000000516,21.319183333333346,17.727188595585442,1013.1320000000001,1215.862,997.0919999999999,4535.458,4271.621999999999,56.575433911882506,32.968000000000075,-103.6260000000002,566.7880000000002,1775.8239999999996,169.28620000000046,,51.15105182000002,109.40912645000004,0.0,NEUTRAL
-0.5376666666666635,36.380688,-48.86865,59.66188333333336,49.48920719338338,122.89999999999998,675.28,162.37999999999994,4479.62,1602.8600000000001,70.59412550066756,16.200145454545456,62.3476,-50.190866666666665,80.19766666666666,140.95835660635248,-227.72800000000007,-287.59999999999985,230.70000000000005,3760.7000000000003,6332.139999999999,48.06408544726301,350.62800000000004,962.8799999999999,-68.3200000000001,718.9199999999996,-4729.279999999999,,2268.2485831487998,5210.777685113344,1.1368683772161603e-13,NEGATIVE
9.279759259259254,5.731000000000001,-1.3292000000000002,20.262867833333328,17.114854437766216,1097.7099999999998,1079.1239999999998,1080.54,5338.4176,4195.878000000001,70.09345794392523,10.22352181818182,5.76303,0.16935166666666615,21.531433333333332,17.85139589973034,893.8399999999998,1202.916,1135.8520000000003,5245.428,4402.584000000001,32.543391188251,203.87,-123.79200000000014,-55.31200000000035,92.98959999999988,-206.70600000000013,,33.027924930000005,66.05687578090001,-3.552713678800501e-15,NEUTRAL
-9.193851851851855,38.867000000000004,-69.01656666666665,46.04751833333333,55.320254654819465,656.1999999999999,670.0,333.19999999999993,2409.1999999999994,2000.8000000000002,35.14686248331108,-6.93104363636364,37.832509,-64.04153333333335,51.04741666666668,52.20916556655199,299.5999999999999,514.6,633.8,1906.6000000000004,1944.1999999999998,21.628838451268358,356.6,155.39999999999998,-300.6,502.599999999999,56.600000000000364,,1470.4361273030001,2941.9424262350813,1.1368683772161603e-13,NEGATIVE
7.289825925925927,7.289400000000002,-7.1792333333333325,23.401099999999992,19.824561600850743,-322.58279999999996,-1183.54,-610.3906,-599.344,1168.88,38.05073431241655,8.56910909090909,7.586399999999999,-1.8642465000000015,20.323416666666674,16.841498608010998,399.48,121.85999999999997,-44.955999999999996,1323.712,1326.062,5.006675567423231,-722.0627999999999,-1305.3999999999999,-565.4345999999999,-1923.056,-157.1819999999998,,55.30030416000001,110.68881732000001,7.105427357601002e-15,POSITIVE
11.058333333333335,5.682869999999999,0.9939883333333329,23.620200000000004,17.303074108163344,1163.0959999999998,1519.6974,1204.278,6496.25,3618.3100000000004,2.0026702269692924,9.63647272727272,6.1212,1.2645500000000003,23.057049999999993,17.225429826013315,924.538,949.02,1049.8,4358.384,4342.1502,39.55273698264352,238.55799999999977,570.6774,154.47800000000007,2137.866,-723.8401999999996,,34.78598384399999,69.76410087689999,3.552713678800501e-15,NEUTRAL
-69.24344629629633,21.7977,-98.75550000000004,-49.74801666666669,256.65210056821655,-758.0,-460.0,-740.0,-1819.0,-1771.0,63.684913217623496,-66.10959999999999,17.9116,-103.55390000000001,-38.60455,253.27737993332707,-525.0,70.0,-1357.0,-2273.0,-3445.0,0.6008010680907877,-233.0,-530.0,617.0,454.0,1674.0,,390.43168332,795.96513985,2.842170943040401e-14,NEGATIVE
-24.896518518518512,31.6755,-70.02566666666665,27.069333333333347,110.06482359904498,1485.1999999999998,1743.9,1843.6,-396.5400000000004,-429.7999999999998,14.11882510013351,-25.026527272727265,30.4611,-71.23919999999997,25.257899999999992,108.90718890496541,-51.799999999999955,17.04000000000019,85.40000000000003,-285.97199999999975,4188.204000000001,46.662216288384506,1536.9999999999998,1726.86,1758.1999999999998,-110.56800000000067,-4618.004000000001,,964.87057305,1931.2159134599997,0.0,NEGATIVE
-12.222851851851853,36.59750000000001,-64.38550000000001,39.77875000000002,60.054373996805154,527.4599999999999,439.69999999999993,175.51999999999998,2207.94,1006.6399999999994,6.608811748998664,-8.779674,34.77181,-58.61826166666665,43.63833333333334,58.93630276324137,95.20000000000005,124.87,536.744,2699.1799999999994,58.37999999999994,18.124165554072096,432.2599999999999,314.8299999999999,-361.22400000000005,-491.2399999999993,948.2599999999995,,1272.5613164750005,2548.455776926101,0.0,NEGATIVE
8.376129629629633,5.102,-2.8864385,23.993716666666675,16.70223647754551,1457.4479999999999,1866.9599999999998,1447.24,5538.360000000001,3840.879999999999,1.0013351134846462,6.3596727272727245,7.9918,-3.4375599999999995,17.087550000000004,18.594861017349533,806.4,1063.7600000000002,972.63,4573.0819999999985,4505.0199999999995,72.09612817089452,651.0479999999999,803.1999999999996,474.61,965.2780000000021,-664.1400000000003,,40.7741636,89.89927123999999,0.0,NEUTRAL
-8.928,48.047,-62.023166666666675,48.49718333333332,47.29324251745501,680.4,776.9,565.5999999999999,2577.95,-8285.96,56.074766355140184,-3.195999999999999,60.01554,-59.86616666666666,61.81416666666669,46.069921857581186,-2362.7999999999997,-1867.8,-991.4,11721.83,5954.639999999999,74.09879839786382,3043.2,2644.7,1557.0,-9143.880000000001,-14240.599999999999,,2883.56665038,5910.3792504916,4.547473508864641e-13,NEGATIVE
-17.84585185185185,26.663899999999995,-57.57016666666665,17.79651666666667,80.75262320678988,90.89999999999986,195.92000000000002,424.41999999999996,1508.67,1530.41,59.17890520694259,-15.874096363636358,26.473900000000004,-58.451483333333364,20.233633333333337,79.45688351599479,590.0,464.30000000000007,615.12,1714.23,1272.8700000000003,21.628838451268358,-499.10000000000014,-268.38000000000005,-190.70000000000005,-205.55999999999995,257.53999999999974,,705.89742221,1411.83094442,0.0,NEGATIVE
4.8869000000000025,8.038599999999999,-7.4958499999999955,19.783985000000005,12.7850042627783,9.880000000000022,497.43999999999994,593.06,297.87399999999997,807.9599999999999,59.57943925233644,7.394363636363635,39.286,-8.988416666666666,20.228599999999993,58.363835328208005,206.34999999999997,219.70000000000002,212.7,957.098,224.96179999999998,22.029372496662216,-196.46999999999994,277.7399999999999,380.35999999999996,-659.2239999999999,582.9982,,315.80443959999997,1608.00888596,0.0,POSITIVE
9.061907407407405,6.000269999999999,-3.4717499999999997,24.206700000000012,17.219739695090244,994.24,876.14,962.3399999999999,4844.496,4673.835999999999,29.03871829105474,10.508981818181812,6.819399999999999,0.5382333333333335,23.308183333333336,18.05302948739428,1070.624,1121.5,1254.517,5346.360000000001,5059.215999999999,64.58611481975967,-76.38400000000001,-245.36,-292.17700000000013,-501.8640000000005,-385.3800000000001,,40.918241237999986,82.50745643289997,0.0,NEUTRAL
-16.711592592592595,30.046300000000002,-62.96058333333331,16.443369999999998,79.06829757171258,14.319999999999936,681.9400000000002,387.20000000000005,3234.138,1051.18,48.6648865153538,-15.149998181818182,29.756700000000006,-68.52408333333334,19.499149999999997,78.96566915655183,130.79999999999995,384.5,227.69999999999987,2473.1000000000004,1603.6599999999999,63.684913217623496,-116.48000000000002,297.44000000000017,159.50000000000017,761.0379999999996,-552.4799999999998,,894.0787352100002,1788.2413385800005,5.684341886080802e-14,NEGATIVE
8.592037037037036,3.961,-15.15886666666667,26.258833333333328,23.82530264857713,1036.98,1318.58,956.7799999999999,113.86399999999958,8317.795999999998,48.06408544726301,12.05473818181818,5.870400000000001,0.4824000000000004,25.614983333333324,17.9385482890288,1967.0800000000002,1742.558,1575.62,6103.0132,4834.401999999999,1.502002670226969,-930.1000000000001,-423.97800000000007,-618.84,-5989.149200000001,3483.3939999999993,,23.252654400000004,50.15111716000001,0.0,NEUTRAL
-17.44401851851852,34.57470000000001,-74.47186666666666,24.029166666666665,85.7954408470153,732.8000000000002,685.1199999999999,579.23,1808.658,1723.063,39.15220293724966,-16.887375527272734,34.15707999999999,-80.41091666666667,24.615799999999997,81.0264586238154,603.1800000000001,532.0,845.6610000000001,2643.9100000000003,1417.63,54.17222963951936,129.62000000000012,153.1199999999999,-266.43100000000004,-835.2520000000004,305.433,,1180.970793876,2362.1159942164004,0.0,POSITIVE
-30.244574074074077,27.741899999999994,-77.65298666666668,7.883333333333336,128.4611594028702,309.0800000000001,656.1999999999998,479.5,1955.1999999999996,1118.9,62.182910547396524,-26.943025454545452,29.7104,-79.51485,9.735566666666669,117.90568236923798,279.29999999999995,547.3000000000001,257.8,2547.0699999999997,2110.8999999999996,50.16688918558077,29.780000000000143,108.89999999999975,221.7,-591.8700000000001,-991.9999999999995,,824.2229457599998,1652.3208837699995,5.684341886080802e-14,POSITIVE
5.547392592592598,6.3437,-5.273740000000001,16.713166666666663,12.492556795978183,-69.52,32.56,314.16999999999996,965.0840000000001,1500.328,21.52870493991989,6.007763636363633,7.3152,-4.032133333333334,18.884116666666667,12.950999292437912,438.73800000000006,113.82000000000004,188.01999999999998,1350.5625200000002,826.4,15.520694259012014,-508.25800000000004,-81.26000000000003,126.14999999999998,-385.4785200000001,673.928,,46.40543424,93.75468072999999,3.552713678800501e-15,POSITIVE
9.454500000000007,5.785599999999999,0.03609999999999947,22.38653166666666,17.924706964390218,1216.6000000000001,1390.62,471.34,4194.822,4589.677999999999,51.068090787716955,10.762763636363639,7.233700000000001,3.221471666666667,24.00958333333334,18.38123810846267,1186.64,1394.708,1489.2399999999998,5883.8679999999995,4342.976000000001,13.518024032042723,29.960000000000036,-4.088000000000193,-1017.8999999999999,-1689.0459999999994,246.7019999999984,,41.85129471999999,85.79958305,3.552713678800501e-15,NEUTRAL
9.877703703703704,7.6531,2.2015599999999997,23.72473333333333,18.941577138176253,1045.946,1246.37,1294.46,5403.132,4441.6268,55.57409879839786,11.55929090909091,6.721100000000002,1.9958500000000003,27.560683333333337,18.171245025138926,857.7600000000001,1476.0439999999999,1295.88,6035.288,4431.364,18.02403204272363,188.1859999999998,-229.67399999999998,-1.4200000000000728,-632.156,10.262800000000425,,51.43725041000001,103.74312482000002,3.552713678800501e-15,NEUTRAL
5.657749999999998,8.220479999999998,-7.0203999999999995,19.780351666666675,11.722453759100919,100.25000000000004,145.37399999999997,414.47399999999993,1220.587,930.7779999999999,43.05740987983978,5.834245454545452,7.856300000000002,-5.894589999999998,20.362349999999996,11.65073674343855,385.09,302.74060000000003,283.9,774.4800000000001,1035.108,5.507343124165554,-284.8399999999999,-157.36660000000006,130.57399999999996,446.10699999999986,-104.33000000000004,,64.582557024,129.29774112040002,7.105427357601002e-15,POSITIVE
11.234462962962963,6.721100000000002,1.9958500000000003,27.560683333333337,17.906065606380423,857.7600000000001,1476.0439999999999,1295.88,6035.288,4431.364,18.02403204272363,10.407303636363643,4.8088,-0.6469333333333331,25.310483333333327,17.228272765370303,1267.6,1219.4966,1226.7800000000002,4118.178,4571.492,21.52870493991989,-409.8399999999998,256.5473999999999,69.09999999999991,1917.1099999999997,-140.1280000000006,,32.32042568000001,68.29774265000002,0.0,NEUTRAL
10.42693148148148,4.9328,0.7987999999999998,25.663300000000003,17.64637230775461,1176.54,1170.08,1146.7800000000002,5379.198,4680.686,0.5006675567423231,11.244856363636364,6.1335,2.6923166666666662,20.930235,17.2210608291391,1047.866,1427.234,1168.8000000000002,4946.946,4399.704000000001,39.0520694259012,128.67399999999998,-257.154,-22.019999999999982,432.2520000000004,280.98199999999906,,30.2553288,61.95233809,0.0,NEUTRAL
14.088564814814818,24.34806,-38.21711666666667,70.36813333333333,71.94685320265154,463.70000000000005,-24.200000000000045,402.5,1467.906,1404.4,18.524699599465954,5.8922181818181825,25.27922,-32.241978833333334,52.31076166666667,13.980178522725407,489.0999999999999,360.8000000000001,364.80000000000007,2244.67,2008.01,27.536715620827767,-25.399999999999864,-385.00000000000017,37.69999999999993,-776.7640000000001,-603.6099999999999,,615.4999653131999,1231.866989572,5.684341886080802e-14,POSITIVE
-25.001488888888893,34.052,-82.04733166666668,23.093450000000004,111.75858657638396,569.7600000000001,511.41999999999996,437.12,1827.1600000000003,799.2400000000002,11.615487316421895,-26.726456363636373,34.142250000000004,-75.45661666666669,22.60485333333334,106.98449527398479,312.55000000000007,-37.08000000000004,312.28,2450.82,1424.7600000000004,44.65954606141522,257.21000000000004,548.5,124.84000000000003,-623.6599999999999,-625.5200000000002,,1162.6118970000002,2325.2319390625003,-1.1368683772161603e-13,NEGATIVE
9.44098148148148,7.868200000000002,-9.993933333333334,29.370549999999998,25.84105836146694,368.42999999999995,72.61999999999995,131.93999999999988,1879.8459999999998,1339.614,9.012016021361815,4.471927272727272,11.9732,-9.224116666666667,20.701773333333335,15.760228556256873,119.55999999999995,190.67999999999998,228.2,3402.649,994.6199999999999,52.0694259012016,248.87,-118.06000000000003,-96.2600000000001,-1522.803,344.99400000000014,,94.20753224000002,205.26608948000006,0.0,POSITIVE
9.84059259259259,6.519490000000002,-1.443266666666667,21.442016666666678,17.169031521037244,937.1791999999999,1030.3899999999999,864.0,5689.64676,4253.099999999999,72.59679572763685,10.24556363636363,6.091469999999999,-1.0947333333333333,23.584333333333326,17.265847213502152,977.56,1199.7,1122.592,5687.6828000000005,4924.18,56.575433911882506,-40.38080000000002,-169.31000000000017,-258.5920000000001,1.9639599999991333,-671.0800000000008,,39.71327775030001,79.60975662100003,3.552713678800501e-15,NEUTRAL
10.145198148148147,25.5021,-1.0022666666666662,22.733974999999997,16.647689222971145,973.4799999999999,1113.3600000000001,1051.8799999999999,4744.16,3762.2340000000013,63.58477970627503,11.18972727272727,9.484400000000003,-9.405333333333335,42.034949999999995,21.04329809831495,1059.78,1429.084,1695.6,4478.157999999999,3596.7440000000006,26.0347129506008,-86.30000000000007,-315.72399999999993,-643.72,266.0020000000004,165.4900000000007,,241.87211724000005,740.31094777,0.0,NEUTRAL
9.606762962962963,8.652,-1.6461499999999998,25.043933333333335,23.13244179975947,1210.7716000000003,1592.6979999999999,1091.546,4909.428000000001,3599.344,60.08010680907877,10.936719999999998,7.079950000000001,-0.028178333333333565,24.828500000000012,23.722503912361365,791.7260000000001,1057.656,1089.88,4706.7116,4199.2,22.530040053404537,419.04560000000015,535.0419999999999,1.66599999999994,202.71640000000116,-599.8559999999998,,61.255727400000005,124.98279600250001,3.552713678800501e-15,NEUTRAL
3.0155648148148146,7.9679,-8.54107833333333,15.572483333333334,12.141884259660854,68.21999999999997,-66.02000000000002,370.24,342.3299999999999,-184.75000000000006,35.54739652870494,3.300745454545455,7.6083,-9.934866666666668,17.198499999999985,11.996611596613437,-95.18000000000002,17.616000000000014,276.20000000000005,1137.9700000000003,156.9498000000001,19.025367156208276,163.39999999999998,-83.63600000000004,94.03999999999996,-795.6400000000003,-341.69980000000015,,60.62217357,121.3736593,3.552713678800501e-15,POSITIVE
9.69295555555556,6.290306,1.8114050000000002,23.066721666666684,17.488748423412336,876.1,1164.04,1338.042,5951.6939999999995,3987.483,58.07743658210948,10.253794545454546,5.7488,1.1888666666666663,24.40866666666666,18.799906539559757,969.5379999999999,1121.66,1283.8200000000002,4910.621999999999,5330.280000000001,70.59412550066756,-93.43799999999987,42.37999999999988,54.22199999999975,1041.0720000000001,-1342.7970000000005,,36.1617111328,72.616651013636,0.0,NEUTRAL
-30.62684074074075,27.356299999999997,-73.52451666666666,9.739933333333331,126.91369133288968,113.00000000000006,-369.49999999999983,-274.5,529.1999999999998,421.4000000000001,74.6995994659546,-30.729121818181806,26.022981999999995,-72.64853333333335,8.608931666666669,123.12312342478307,-125.10000000000014,412.1999999999999,-12.300000000000068,-371.6999999999998,346.90000000000003,37.14953271028037,238.1000000000002,-781.6999999999997,-262.19999999999993,900.8999999999996,74.50000000000006,,711.8925024865998,1425.5627418623235,5.684341886080802e-14,NEGATIVE
3.842451851851853,8.505030000000001,-8.647513333333334,17.729171166666664,10.625077207353472,-79.14000000000001,153.54000000000005,-110.35,628.694,416.61919999999986,48.06408544726301,4.8092,8.9261,-9.762433333333332,19.57483333333334,11.111242468779087,155.70000000000002,21.74000000000001,-73.27999999999997,416.581,1032.5677999999998,10.514018691588785,-234.84000000000003,131.80000000000004,-37.07000000000002,212.11299999999994,-615.9485999999999,,75.91674828300002,152.01079651090004,-7.105427357601002e-15,POSITIVE
-11.168183333333335,30.47379999999999,-59.89578333333334,40.311766666666685,70.95210503026749,598.46,412.79999999999995,601.04,2008.1399999999999,947.233,33.14419225634179,-10.98072727272727,30.87937999999999,-55.41900000000001,41.37016666666666,64.0126029724545,398.79999999999995,141.1400000000001,115.39999999999998,1018.2840000000001,1302.48,6.108144192256342,199.66000000000008,271.65999999999985,485.64,989.8559999999998,-355.24700000000007,,941.0120502439994,1882.1885956243989,-5.684341886080802e-14,NEGATIVE
8.443129629629631,7.900999999999998,-4.999908333333335,25.22465,16.279055232960474,1415.958,1062.46,745.26,1527.672,308.118,15.520694259012014,5.619670909090909,8.4054,-6.580550000000001,18.98949999999999,14.688758867929646,102.374,-50.400000000000006,467.65999999999997,1142.3300000000002,480.8500000000001,18.524699599465954,1313.584,1112.8600000000001,277.6,385.34199999999987,-172.73200000000008,,66.41106539999998,133.07655015999995,0.0,POSITIVE
-7.549444444444443,62.41900000000002,-59.37323333333332,41.22388333333334,50.53317937641456,789.6,629.56,679.5,3503.67,3020.42,66.58878504672897,-8.062509090909092,30.64700000000001,-92.85415000000005,51.638933333333334,51.61638835486264,766.674,1063.6599999999999,-655.5,-8586.98,12648.37,30.540720961281707,22.926000000000045,-434.0999999999999,1335.0,12090.65,-9627.95,,1912.9550930000012,4835.370170000003,0.0,NEGATIVE
6.497759259259259,7.754999999999998,-6.333800000000002,18.86745,11.752096307089687,341.94,523.24,830.6800000000001,1748.594,1670.2343999999998,27.536715620827767,7.482545454545452,13.619800000000001,-6.20392333333333,23.068166666666652,17.312476815606402,553.1999999999999,443.472,795.46,1954.182,1099.5575999999999,47.56341789052069,-211.25999999999993,79.76800000000003,35.22000000000003,-205.58799999999997,570.6768,,105.62154899999999,245.63897704000001,0.0,POSITIVE
-63.08144444444443,23.548100000000005,-90.55173333333336,-40.71179999999999,226.94443567362964,305.0,224.0,566.0,2315.0,1032.0,22.630173564753,-56.71036363636365,45.220299999999995,-96.66816666666666,-23.616800000000012,216.9381132672718,677.0,168.0,797.0,2400.0,2745.0,38.15086782376502,-372.0,56.0,-231.0,-85.0,-1713.0,,1064.8521464300002,2599.3885456999997,-5.684341886080802e-14,POSITIVE
-2.8155444444444444,27.938950999999996,-47.72899999999999,42.290935000000005,38.57247655305914,432.1,610.4,887.1,3010.34,3078.6399999999994,36.148197596795725,-3.2771454545454546,28.486430000000006,-47.39708333333333,37.743750000000006,37.01457349722969,566.4000000000001,686.6999999999998,750.3599999999999,2827.7,2211.7219999999993,12.116154873164218,-134.30000000000007,-76.29999999999984,136.74000000000012,182.64000000000033,866.9180000000001,,795.88097193493,1592.0616771253012,0.0,NEGATIVE
-0.9308185185185193,9.492709999999999,-15.218383333333337,11.17183333333333,6.858122654952329,-133.24,-86.97,-107.61999999999998,-621.1786,-22.302000000000064,32.543391188251,-1.878687272727273,9.4053,-14.577149999999994,10.700716666666667,7.772917831501418,63.66,-25.873999999999995,-140.994,-1408.9008000000001,-1317.85,52.0694259012016,-196.9,-61.096000000000004,33.374000000000024,787.7222000000002,1295.5479999999998,,89.281785363,178.5712112341,0.0,POSITIVE
10.843659259259256,10.480799999999999,-0.5888500000000012,25.542456666666663,20.463742197033923,1071.82,1310.59,1858.2600000000002,6960.026,6216.120000000001,34.045393858477965,10.093818181818191,4.874,-3.065466666666667,24.858116666666675,18.207089180765927,1522.1200000000003,1402.98,917.023,2333.5622000000003,3690.798,42.05607476635514,-450.3000000000004,-92.3900000000001,941.2370000000002,4626.4637999999995,2525.322000000001,,51.08341919999999,133.60304463999995,3.552713678800501e-15,NEUTRAL
3.9252037037037044,9.137899999999998,-9.957766666666663,17.207535000000007,13.44961442871546,125.06,-399.66400000000004,152.746,-360.08000000000004,378.63399999999996,38.55140186915887,6.106018181818183,9.599499999999999,-7.204849999999997,21.25941666666667,13.580321169719337,512.14,115.35999999999999,-34.639999999999986,970.7720000000002,-225.4380000000002,1.0013351134846462,-387.08,-515.024,187.386,-1330.8520000000003,604.0720000000001,,87.71927104999997,175.65161665999995,0.0,POSITIVE
-9.639981481481481,20.107749999999996,-58.37595000000001,22.53436833333333,70.53873472400085,572.4399999999999,1343.1,924.3000000000002,2129.2904,1948.35,8.611481975967957,-11.788927272727273,18.850208,-55.415,21.867949999999993,66.66321627036226,858.9999999999998,709.4000000000001,452.86,1993.6799999999998,894.9799999999999,20.62750333778371,-286.55999999999983,633.6999999999998,471.44000000000017,135.61040000000003,1053.37,,379.0352699119999,759.6519517057638,-2.842170943040401e-14,NEGATIVE
9.025851851851852,6.610380000000001,-1.6663166666666664,21.569926333333342,18.127560150224298,1454.7800000000002,1012.37,1274.04,4859.139999999999,3860.4119999999994,73.59813084112149,10.790734545454542,5.075700000000001,-1.2150166666666669,22.619033333333338,18.772301688178782,984.96,1095.0480000000002,1310.3000000000002,5871.063999999999,4907.932000000001,36.04806408544726,469.82000000000016,-82.67800000000022,-36.26000000000022,-1011.924,-1047.5200000000013,,33.55230576600001,69.45985423440003,7.105427357601002e-15,NEUTRAL
